gene_symbol,lung_tpm,heart_tpm,mean_tpm,log2fc,direction
MTCO3P12,27.73603633217994,166.88472916666672,97.31038274942333,-2.546538024006671,heart_enriched
PERM1,0.9230209342560564,61.37447592592593,31.148748430090993,-5.019509415649047,heart_enriched
NPPA,43.34981176470592,363.71051574074033,203.53016375272313,-3.0397519112914653,heart_enriched
NPPB,6.725228373702421,761.0959037037037,383.91056603870305,-6.624251167913872,heart_enriched
HSPB7,33.288768166089994,1821.7619907407409,927.5253794534154,-5.732246305904877,heart_enriched
MYOM3,0.2949622837370241,73.78466412037038,37.0398132020537,-5.8517604664488765,heart_enriched
TRIM63,1.5213475778546717,115.38684953703708,58.454098557445874,-5.528589235005762,heart_enriched
FABP3,32.93785294117647,2437.6824305555547,1235.3101417483656,-6.167062793404095,heart_enriched
FNDC5,1.8340839100346011,24.004827777777763,12.919455843906182,-3.1412522898917357,heart_enriched
CYP2J2,2.0051477508650524,35.4325238425926,18.718835796728825,-3.5997191112026994,heart_enriched
AK4,3.0459181660899644,15.737881249999988,9.391899708044976,-2.0485778722238224,heart_enriched
TNNI3K,1.8644223183391,21.349385416666685,11.606903867502892,-2.9639190411737704,heart_enriched
LRRC39,3.757247231833911,56.22944629629627,29.993346764065087,-3.588558740134126,heart_enriched
CASQ2,11.647095674740482,451.6693240740743,231.6582098744074,-5.161579520846482,heart_enriched
HMGCS2,1.035129930795848,22.887496759259243,11.961313345027545,-3.553062867538136,heart_enriched
HFE2,0.2240067474048444,16.33604097222222,8.280023859813532,-3.8240910521309983,heart_enriched
PDE4DIP,10.276491349480976,45.58363749999999,27.930064424740483,-2.0465050505018647,heart_enriched
WI2-1896O14.1,13.042093425605549,200.0376212962965,106.53985736095102,-3.839635569393247,heart_enriched
S100A1,2.4576340830449857,28.11269444444443,15.285164263744708,-3.0737912666501717,heart_enriched
ATP1A2,14.143091349480963,96.90631481481486,55.524703082147916,-2.692742163707731,heart_enriched
CASQ1,1.5121974048442912,25.259345601851837,13.385771503348064,-3.3858092251908,heart_enriched
DUSP27,0.3373451557093425,46.10370671296291,23.220525934336127,-5.138396829637044,heart_enriched
C1orf105,0.0332996539792387,4.947714583333333,2.4905071186562857,-2.5250767251869446,heart_enriched
B3GALT2,2.551438754325258,13.249013194444442,7.90022597438485,-2.0043864989696285,heart_enriched
TNNT2,14.764955017301048,2547.772275462963,1281.268615240132,-7.3369376152349455,heart_enriched
ACTA1,16.054064878892735,4831.265995370372,2423.6600301246326,-8.146440410556036,heart_enriched
AGT,10.879317301038052,78.35503935185186,44.61717832644496,-2.7398699151901202,heart_enriched
ACTN2,9.532821280276815,554.4680462962964,282.0004337882866,-5.720740094032872,heart_enriched
RYR2,5.160994463667821,92.15403402777784,48.65751424572283,-3.918383101964329,heart_enriched
LINC01954,0.2985705882352937,25.793391666666665,13.045981127450979,-4.366880873775653,heart_enriched
TRIM54,0.4949863321799307,141.87858518518516,71.18678575868255,-6.578513594803766,heart_enriched
SLC8A1,2.555112110726644,13.463600925925926,8.009356518326285,-2.0244598159613183,heart_enriched
MDH1,63.9675778546713,390.9146296296298,227.44110374215055,-2.592747603542381,heart_enriched
SMYD1,0.1741698961937716,117.17698750000004,58.675578698096906,-6.653164143994979,heart_enriched
TMEM182,0.7417371972318337,18.291364583333337,9.516550890282586,-3.4693563328709467,heart_enriched
FHL2,8.742667820069196,210.2243032407405,109.48348553040485,-4.4383151515405475,heart_enriched
AC012360.6,0.2762259515570934,4.246743750000001,2.2614848507785474,-2.039538554669024,heart_enriched
TUBA3E,0.0926010380622837,32.76820787037036,16.430404454216323,-4.949827011436586,heart_enriched
TUBA3D,0.2826880622837367,54.31275694444447,27.297722503364106,-5.430369983571265,heart_enriched
XIRP2,0.273692560553633,62.36954837962964,31.321620470091638,-5.63670074175379,heart_enriched
KLHL41,5.842800173010387,65.05307824074072,35.44793920687555,-3.270967073509365,heart_enriched
TTN,1.555691003460209,65.77727453703703,33.66648277024862,-4.70757188962549,heart_enriched
ADAM23,1.8344034602076131,16.410012268518514,9.122207864363064,-2.61880018272196,heart_enriched
DES,338.6940484429064,8202.30414351852,4270.499095980714,-4.593897271394451,heart_enriched
AC053503.6,4.609829065743938,25.831793518518527,15.220811292131232,-2.257914774949351,heart_enriched
AC053503.12,1.3330233564013845,16.410725231481468,8.871874293941426,-2.8997036430460703,heart_enriched
SLC4A3,3.394047404844289,148.24086805555558,75.81745773019993,-5.085948412213715,heart_enriched
RP11-256I23.3,0.0775501730103806,4.279466203703701,2.178508188357041,-2.292637023135324,heart_enriched
SPHKAP,0.1492318339100345,14.388276851851868,7.268754342880952,-3.743089924096776,heart_enriched
LINC01880,0.0334629757785467,3.488513194444442,1.7609880851114943,-2.1187509314409447,heart_enriched
CAV3,1.4475605536332186,12.876370370370363,7.161965462001791,-2.5032137945867157,heart_enriched
GRIP2,1.1283060553633222,10.795000462962973,5.961653259163148,-2.470397941430262,heart_enriched
SCN5A,0.2269043252595156,39.265647222222206,19.746275773740862,-5.03645486691308,heart_enriched
XIRP1,1.9787484429065727,290.8196317129631,146.39919007793483,-6.614226839095983,heart_enriched
HHATL,1.6048084775086504,258.841000925926,130.2229047017173,-6.640307984720793,heart_enriched
LRRC2,1.2885984429065749,32.71384606481484,17.001222253860707,-3.8808049637163418,heart_enriched
PRSS44,0.606394982698962,10.205374768518515,5.405884875608739,-2.8022923276947984,heart_enriched
PRSS42,0.5521389273356406,7.355419675925924,3.953779301630782,-2.4284545991331585,heart_enriched
MYL3,7.452807266435983,3619.885925925927,1813.6693665961816,-8.742696455643777,heart_enriched
LSMEM2,0.9145743944636684,14.534229398148144,7.724401896305906,-3.020355050819891,heart_enriched
TNNC1,72.10211764705882,3393.016680555555,1732.559399101307,-5.5369366458135945,heart_enriched
LMOD3,0.7345513840830442,39.36202777777776,20.0482895809304,-4.540364172342992,heart_enriched
CTD-2006M22.2,0.6823060553633219,6.665115740740749,3.673710898052035,-2.18786738293306,heart_enriched
GUCA1C,0.007827508650519,3.347472916666667,1.6776502126585928,-2.1089282997249823,heart_enriched
POPDC2,6.976081314878894,277.77105092592626,142.3735661204026,-5.127256823747647,heart_enriched
FBXO40,0.2154965397923878,43.34788726851851,21.78169190415545,-5.189247684730934,heart_enriched
ADCY5,7.715692214532874,42.164040046296286,24.93986613041458,-2.3081427485826427,heart_enriched
ALDH1L1-AS2,0.3302107266435987,4.411329398148151,2.370770062395875,-2.024328253859065,heart_enriched
KBTBD12,0.4625418685121111,8.311833333333341,4.387187600922727,-2.6705873109434957,heart_enriched
CPNE4,0.129738581314879,4.221359027777779,2.1755488045463287,-2.2084363885470224,heart_enriched
LINC00881,0.4099423875432528,43.820507407407455,22.115224897475354,-4.990450863352882,heart_enriched
FGF12,0.9218228373702424,21.19430532407407,11.058064080722156,-3.529642300425508,heart_enriched
SMCO1,0.0701676470588235,28.31684259259259,14.193505119825707,-4.775821009633916,heart_enriched
DOK7,3.3993589965397937,21.485934027777763,12.442646512158777,-2.3536575743901076,heart_enriched
RP11-774O3.1,0.0656538062283737,8.621711574074075,4.343682690151224,-3.174554720132053,heart_enriched
CORIN,1.5407724913494802,12.925002083333336,7.232887287341408,-2.454338440510351,heart_enriched
RP11-121C2.3,0.0423036332179931,6.54968240740741,3.2959930203127015,-2.8566403458578056,heart_enriched
TECRL,0.1989802768166091,124.54525069444446,62.37211548563054,-6.710255716417457,heart_enriched
ART3,0.5359522491349477,30.008487500000005,15.272219874567476,-4.335457887121319,heart_enriched
RP11-766F14.2,0.0346804498269896,5.320356481481483,2.6775184656542366,-2.61082065642436,heart_enriched
ETNPPL,0.1786681660899652,6.196308564814818,3.1874883654523916,-2.610099438783477,heart_enriched
MYOZ2,1.533614532871972,437.14134490740776,219.33747972013987,-7.434055501952204,heart_enriched
RP11-700N1.1,0.0580435986159169,13.988656250000007,7.023349924307962,-3.824400067170081,heart_enriched
CLGN,1.0074449826989622,26.47499513888889,13.741220060793927,-3.7746868719321247,heart_enriched
HAND2,0.3489243944636679,29.72873171296294,15.038828053713305,-4.509706828463626,heart_enriched
HAND2-AS1,0.1260647058823529,7.939138657407407,4.03260168164488,-2.9888460954251217,heart_enriched
RP11-665C14.2,0.0052378892733564,3.0974923611111085,1.5513651251922325,-2.0272043045364625,heart_enriched
SLC25A4,24.622141868512102,485.26982870370375,254.94598528610794,-4.246294093195767,heart_enriched
SORBS2,7.940782006920413,71.77878449074069,39.85978324883055,-3.025045028729559,heart_enriched
LRRC14B,0.0947297577854671,24.858037268518498,12.476383513151982,-4.561966093964028,heart_enriched
CTD-2083E4.7,0.157295847750865,50.01630717592592,25.08680151183839,-5.462128849915361,heart_enriched
IRX4,0.0363624567474048,8.027223379629632,4.031792918188518,-3.122753648954781,heart_enriched
CTD-2194D22.3,0.0123041522491349,12.3626238425926,6.187463997420867,-3.7224885928750466,heart_enriched
UBE2QL1,0.3213442906574392,12.322508564814823,6.321926427736131,-3.3337874299846986,heart_enriched
PLCXD3,4.212802076124564,21.298324074074085,12.755563075099325,-2.0968042936263136,heart_enriched
OXCT1,15.070709342560535,64.3669185185185,39.71881393053952,-2.024127078946749,heart_enriched
HSPB3,4.641597923875434,225.7501671296297,115.19588252675256,-5.32885595503422,heart_enriched
CMYA5,2.488884256055361,147.68909652777785,75.08899039191661,-5.413389310407116,heart_enriched
THBS4,1.866183737024223,58.79233796296295,30.329260849993585,-4.382757621567193,heart_enriched
CKMT2,3.4042344290657427,577.7579416666663,290.581088047866,-7.037925011947101,heart_enriched
LINC02208,0.0354032871972318,3.6968604166666688,1.8661318519319503,-2.1815039160109304,heart_enriched
SLC27A6,0.6227735294117648,12.072528009259267,6.347650769335516,-3.0100045815100853,heart_enriched
NPY6R,0.4036515570934253,63.90967222222224,32.15666188965783,-5.531176720815192,heart_enriched
MYOT,0.669184948096886,12.79590509259261,6.732545020344748,-3.047024387725496,heart_enriched
PROB1,2.1983295847750832,16.463977777777774,9.33115368127643,-2.4489916797478037,heart_enriched
SH3RF2,4.473957093425605,50.52217037037038,27.498063731897993,-3.2345373366632284,heart_enriched
HAND1,0.2180198961937716,17.05197337962964,8.634996637911705,-3.8895469514102614,heart_enriched
TENM2,0.625304498269896,25.32592361111111,12.975614054690503,-4.017702211987755,heart_enriched
NKX2-5,0.2288185121107269,109.2592131944444,54.74401585327756,-6.4874835458470645,heart_enriched
RP3-527G5.1,0.0607074394463667,15.7512574074074,7.905982423426883,-3.981170696106158,heart_enriched
RP3-512B11.3,1.0831195501730115,8.663556712962961,4.873338131567986,-2.213808638836919,heart_enriched
DSP,10.35856401384084,60.95263333333333,35.655598673587086,-2.447385150047293,heart_enriched
RBM24,2.0982020761245685,52.51773425925919,27.307968167691882,-4.11051388877804,heart_enriched
CAP2,6.864826643598609,31.656448611111117,19.260637627354864,-2.0538810351001433,heart_enriched
CPNE5,4.195128719723185,22.77109074074072,13.483109730231952,-2.19397670277332,heart_enriched
APOBEC2,1.2138546712802776,132.06436527777765,66.63910997452896,-5.909419938730513,heart_enriched
CRIP3,1.0687188581314868,10.102989814814803,5.585854336473145,-2.4241387187339534,heart_enriched
KLHL31,0.5855235294117649,40.3141537037037,20.449838616557734,-4.703604922772917,heart_enriched
MLIP,0.1414148788927335,43.3870236111111,21.764219245001915,-5.281242791850186,heart_enriched
POPDC3,0.6044017301038069,17.322721064814825,8.963561397459316,-3.5135264385341003,heart_enriched
PLN,33.69497404844287,787.7908356481486,410.7429048482957,-4.506844197568933,heart_enriched
TRDN,0.2912709342560552,40.25425462962965,20.272762781942852,-4.997679271354517,heart_enriched
RP11-532N4.2,0.0124652249134948,21.620331481481475,10.816398353197485,-4.481675809141376,heart_enriched
TXLNB,2.151864013840829,29.843781712962976,15.997822863401902,-3.2907024662840363,heart_enriched
RP3-332B22.1,0.4276946366782006,9.30525231481482,4.866473475746511,-2.8516204826151457,heart_enriched
DPY19L2P1,0.1641960207612457,5.089161342592593,2.6266786816769194,-2.38690954853112,heart_enriched
TBX20,0.0706493079584774,6.86273194444445,3.466690626201464,-2.8765446694514387,heart_enriched
MYL7,9.576407266435984,517.4688043981486,263.5226058322923,-5.615335644445924,heart_enriched
CAMK2B,0.3590657439446365,21.638725925925915,10.998895834935276,-4.058105615342411,heart_enriched
GPR22,0.0562479238754325,5.088379166666668,2.57231354527105,-2.5271097028329432,heart_enriched
HRAT17,0.1010401384083045,36.70035555555556,18.40069784698193,-5.097639161340776,heart_enriched
PPP1R3A,0.0453527681660899,19.5614412037037,9.803396985934896,-4.297879604065094,heart_enriched
ASB15,0.04269446366782,13.407306944444445,6.725000704056132,-3.7884123098837876,heart_enriched
LMOD2,0.5102425605536334,268.276487037037,134.39336479879532,-7.478164170491082,heart_enriched
FLNC,27.55558996539793,511.5671805555557,269.5613852604768,-4.1658960100331965,heart_enriched
RP11-309L24.2,0.9111221453287192,7.619885416666666,4.265503780997692,-2.1732487037676917,heart_enriched
TMEM178B,0.465966262975779,8.517097685185188,4.491531974080484,-2.6986697768677788,heart_enriched
KCNH2,4.766929930795849,27.33675810185187,16.05184401632386,-2.296799315957259,heart_enriched
ASB10,0.0318979238754325,12.78372453703703,6.407811230456231,-3.7395936047573755,heart_enriched
MYOM2,2.718085640138412,229.94486157407417,116.33147360710629,-5.956844636155493,heart_enriched
GATA4,0.3179159169550173,41.49029166666665,20.904103791810833,-5.010803012354996,heart_enriched
RPL35P6,0.2229614186851209,4.501263657407406,2.3621125380462633,-2.169384157018434,heart_enriched
DUSP26,5.631026816608998,41.32177291666667,23.476399866637834,-2.6740958706420215,heart_enriched
ANK1,0.9344477508650524,10.934267824074068,5.93435778746956,-2.625116391305101,heart_enriched
PXDNL,0.4575010380622837,16.67977245370369,8.568636745882987,-3.6005308906855373,heart_enriched
RP11-1081M5.3,0.2408742214532871,5.106844212962962,2.6738592172081246,-2.29907015496045,heart_enriched
RP11-1081M5.1,0.3081551903114185,4.8116337962963,2.559894493303859,-2.151410096318052,heart_enriched
TRIM55,0.3094614186851214,28.926543750000015,14.618002584342568,-4.514380211409537,heart_enriched
PKIA,5.9505269896193775,36.3594840277778,21.15500550869859,-2.426280257737547,heart_enriched
KB-173C10.1,0.0730612456747404,3.845832407407403,1.9594468265410718,-2.1750120889886757,heart_enriched
ABRA,0.4261299307958477,20.818728472222208,10.622429201509028,-3.9353896954418173,heart_enriched
KLHL38,0.3878749134948094,21.284788194444445,10.836331553969627,-4.005109797384715,heart_enriched
GPT,2.101204671280278,27.944532407407404,15.022868539343841,-3.2223902020818604,heart_enriched
AQP7,1.7738250865051908,39.72290949074074,20.748367288622966,-3.8758919186183736,heart_enriched
ABC12-47964100C23.1,0.1216262975778546,4.614618055555559,2.368122176566707,-2.3235958038583933,heart_enriched
CH17-469D17.1,0.0685273356401383,3.459807870370371,1.7641676030052547,-2.061357743554826,heart_enriched
DPP3P2,0.0040344290657439,3.647507407407405,1.8257709182365744,-2.2106484233873127,heart_enriched
WNK2,1.1707041522491348,23.07510555555555,12.122904853902341,-3.4713071055674285,heart_enriched
MURC,1.0084878892733566,19.912756712962967,10.460622301118162,-3.3802015826679495,heart_enriched
PLPP7,3.727056055363325,50.50084953703705,27.113952796200188,-3.4455823526236395,heart_enriched
NEBL,24.6156643598616,142.11607592592603,83.36587014289381,-2.4820875213697704,heart_enriched
C10orf71-AS1,0.0259797577854671,4.423630092592595,2.224804925189031,-2.4022565184482247,heart_enriched
C10orf71,0.0734769896193772,22.581382175925917,11.327429582772647,-4.457285109570003,heart_enriched
RP11-264A11.1,0.0212468858131487,14.423920833333325,7.222583859573237,-3.9167659676089976,heart_enriched
CTNNA3,0.068123356401384,5.5869055555555525,2.827514455978468,-2.6245225926818616,heart_enriched
MYPN,0.118993079584775,33.104785879629624,16.6118894796072,-4.929701185844507,heart_enriched
SYNPO2L,2.4404621107266404,105.54717106481476,53.9938165877707,-4.95274612274314,heart_enriched
DUSP13,0.4381984429065743,6.60954444444444,3.523871443675507,-2.403547334585924,heart_enriched
LDB3,6.365652768166088,350.9602500000001,178.6629513840831,-5.578455304195021,heart_enriched
ANKRD1,106.48805501730102,2004.1158078703704,1055.3019314438357,-4.221437314322606,heart_enriched
ANKRD2,1.8149257785467128,282.7632006944443,142.2890632364955,-6.655446814956616,heart_enriched
GOT1,28.94432179930795,277.6915578703704,153.31793983483917,-3.218314938363204,heart_enriched
KCNIP2,3.539495501730101,98.36955740740734,50.95452645456872,-4.452200062103147,heart_enriched
RBM20,2.1435238754325234,28.194076620370375,15.16880024790145,-3.2152210551329947,heart_enriched
NRAP,0.8551361591695503,316.98982546296315,158.92248081106635,-7.421311716478547,heart_enriched
DPYSL4,2.457355190311418,20.019133333333325,11.238244261822372,-2.6039624537753587,heart_enriched
RP11-432J24.5,1.675092387543251,32.940860648148146,17.3079765178457,-3.6653625254760085,heart_enriched
TNNT3,4.526592560553633,42.11452777777773,23.32056016916568,-2.9637119174915187,heart_enriched
CSRP3,1.5433143598615906,931.6833905092597,466.6133524345606,-8.518533821803373,heart_enriched
NAV2-AS2,0.3642425605536331,8.860507870370364,4.612375215461999,-2.8535617787727454,heart_enriched
ANO5,1.8383851211072657,11.243292361111106,6.5408387411091855,-2.108849310135254,heart_enriched
MYBPC3,3.925759861591697,1248.047784953704,625.9867724076478,-7.9862666600634284,heart_enriched
PYGM,5.660271626297579,40.90108101851851,23.280676322408045,-2.6533345437894003,heart_enriched
CRYAB,172.59558823529403,2224.4583819444447,1198.5269850898694,-3.6803003327034,heart_enriched
BCO2,3.219184775086504,20.571705787037057,11.89544528106178,-2.3541040869367316,heart_enriched
NCAM1,1.87306055363322,45.43675509259258,23.6549078231129,-4.014606858035812,heart_enriched
APOA1,2.718797231833907,21.240004398148148,11.979400814991028,-2.580249081396428,heart_enriched
USP2,5.701183217993082,36.280976388888895,20.99107980344099,-2.4759518869738653,heart_enriched
PKP2,2.120729584775085,68.87157407407406,35.496151829424576,-4.484750385411462,heart_enriched
PFKM,25.750181660899653,125.8025347222222,75.77635819156093,-2.2449629905275468,heart_enriched
PPP1R1A,1.0146955017301025,31.281799305555552,16.148247403642827,-4.002087279592158,heart_enriched
COQ10A,12.436775086505191,79.9253171296296,46.1810461080674,-2.590404190609812,heart_enriched
LRRC10,0.0214468858131487,17.32452268518519,8.67298478549917,-4.165089527236498,heart_enriched
ATP2A2,81.13944636678201,433.1788449074072,257.15914563709464,-2.402142304788889,heart_enriched
MYL2,8.829931833910042,15210.180763888888,7609.505347861399,-10.59566311361109,heart_enriched
LINC01405,0.0292008650519031,6.503735185185185,3.2664680251185443,-2.8660843397234874,heart_enriched
GJA3,0.0590038062283736,4.516479166666663,2.2877414864475183,-2.381040001553026,heart_enriched
SGCG,9.75263010380622,59.79290046296299,34.77276528338461,-2.4992132646130925,heart_enriched
MTUS2,0.3023261245674742,16.193598148148137,8.247962136357806,-3.722708818698314,heart_enriched
ADPRHL1,1.0047875432525952,52.75302893518517,26.878908239218884,-4.744824790842756,heart_enriched
MYH6,4.205197750865048,790.4701972222219,397.3376974865435,-7.2484382424895895,heart_enriched
MYH7,4.968099480968856,4626.802747685185,2315.8854235830768,-9.59884007419892,heart_enriched
CTD-2201G16.1,0.0729685121107266,58.05322777777776,29.06309814494424,-5.782336273985071,heart_enriched
MIR208B,0.0079095155709342,3.976668981481483,1.9922892485262085,-2.303814303053491,heart_enriched
FITM1,2.280270242214533,77.00503472222219,39.64265248221836,-4.571680663616364,heart_enriched
SPTB,2.433423356401381,15.204944907407402,8.819184131904391,-2.238714451772473,heart_enriched
ASB2,4.594175605536331,44.299635416666646,24.446905511101487,-3.0175019921702373,heart_enriched
DLK1,0.1675605536332179,7.856273611111106,4.011917082372162,-2.923202419395136,heart_enriched
RD3L,0.0805159169550173,10.847410185185195,5.463963051070106,-3.4547794943493955,heart_enriched
C14orf180,0.4757204152249129,32.515859027777786,16.49578972150135,-4.505352586799371,heart_enriched
ADSSL1,7.337759515570936,53.64920300925925,30.493481262415095,-2.7124687896581574,heart_enriched
ACTC1,7.279117820069206,2613.747416666667,1310.513267243368,-8.302978824423318,heart_enriched
C15orf41,3.047094463667821,35.296468749999974,19.171781606833896,-3.1648707679637416,heart_enriched
RP11-23P13.6,2.513009688581314,20.10526527777776,11.309137483179537,-2.5868235025246937,heart_enriched
FRMD5,0.249125605536332,5.712933333333332,2.981029469434832,-2.4260247608611305,heart_enriched
MYZAP,68.08755882352945,317.0688935185186,192.57822617102403,-2.2028414452652303,heart_enriched
TPM1,100.70875432525943,1231.146574074074,665.9276641996667,-3.5986581208052106,heart_enriched
RBPMS2,14.638084775086504,142.50037037037038,78.56922757272844,-3.1979187213905464,heart_enriched
C15orf59,2.415707093425606,13.59336481481481,8.004535954120207,-2.095056395867328,heart_enriched
CPLX3,0.5624885813148787,6.594913425925925,3.578701003620402,-2.2811878730249284,heart_enriched
COX5A,92.99235294117648,380.9545509259258,236.97345193355113,-2.0227856896002647,heart_enriched
FSD2,0.7498102076124566,11.070962037037043,5.91038612232475,-2.7862703068636616,heart_enriched
IDH2,57.10501730103803,296.5226898148148,176.8138535579264,-2.3562650469321764,heart_enriched
SSTR5,0.0473586505190311,4.259141666666666,2.153250158592849,-2.3280718057860623,heart_enriched
RPL3L,0.2678818339100346,94.8419833333333,47.55493258362167,-6.240165565012667,heart_enriched
SRL,2.0378301038062303,165.20722685185194,83.62252847782909,-5.7737981162876135,heart_enriched
RBFOX1,0.0672949826989619,8.269334027777782,4.1683145052383725,-3.1185067211684814,heart_enriched
CRYM,3.005914532871972,36.34876087962965,19.67733770625081,-3.220856833140777,heart_enriched
COX6A2,3.303898615916953,1634.102534722222,818.7032166690694,-8.569521298686116,heart_enriched
MYLK3,0.4537394463667822,41.60318773148146,21.028463588924122,-4.873120758989606,heart_enriched
NDRG4,29.04320588235294,173.7550787037037,101.39914229302832,-2.5402237087633903,heart_enriched
HPR,2.857171280276818,66.53987500000001,34.69852314013841,-4.130124392925375,heart_enriched
LDHD,11.11648269896194,55.86123541666665,33.488859057814295,-2.2304744858271004,heart_enriched
ENO3,9.596470588235295,180.840076388889,95.21827348856215,-4.1010144700249,heart_enriched
SLC2A4,4.115264705882352,57.18306111111115,30.649162908496752,-3.5077183971808967,heart_enriched
DHRS7C,0.2043795847750866,24.68211481481481,12.443247199794948,-4.414401943631445,heart_enriched
VTN,2.9396384083044964,25.48019398148148,14.209916194892989,-2.7487785646493754,heart_enriched
ALDOC,14.582965397923866,95.38812337962962,54.985544388776745,-2.6288855927235963,heart_enriched
UNC45B,1.5202980968858135,53.29517523148144,27.407736664183624,-4.429157714581651,heart_enriched
TCAP,11.593778892733573,1736.507511574074,874.0506452334038,-7.108164161183054,heart_enriched
PTGES3L,1.297527508650518,15.345109259259257,8.321318383954887,-2.8307049805254803,heart_enriched
MEOX1,1.6598482698961938,11.223081481481485,6.4414648756888395,-2.2001921843050614,heart_enriched
MYL4,5.878575086505191,66.93588958333332,36.40723233491926,-3.3039922883185384,heart_enriched
RP11-6N17.4,7.029464186851212,43.955162037037006,25.49231311194411,-2.4851111608841108,heart_enriched
MYOM1,3.1924576124567468,210.60058796296303,106.89652278770988,-5.657403628371729,heart_enriched
CDH2,1.1760292387543254,72.31359722222227,36.7448132304883,-5.074310947932335,heart_enriched
FHOD3,1.708256574394463,52.91308865740743,27.310672615900945,-4.3151992349872845,heart_enriched
ALPK2,0.2938498269896191,23.567399305555544,11.93062456627258,-4.2470030595377715,heart_enriched
HCN2,0.6023852941176472,7.403215740740744,4.002800517429195,-2.3907204377762428,heart_enriched
DIRAS1,1.164116089965397,72.94346481481479,37.053790452390096,-5.094572849331879,heart_enriched
NMRK2,2.9476219723183377,652.6302546296297,327.788938300974,-7.371347110242326,heart_enriched
PLIN4,7.407233564013836,75.40194560185188,41.40458958293286,-3.183906318717169,heart_enriched
NRTN,1.7381942906574372,11.032222916666669,6.385208603662053,-2.1356064778041994,heart_enriched
DAND5,0.2523645328719722,5.161372453703705,2.7068684932878386,-2.298597192053817,heart_enriched
COX7A1,68.20205882352941,587.3946527777774,327.79835580065344,-3.087897270616562,heart_enriched
ATP1A3,0.6240081314878897,91.96298240740738,46.29349526944763,-5.839025592247977,heart_enriched
CKM,14.517514532871973,2927.502178240741,1471.0098463868067,-7.5601216602388615,heart_enriched
HRC,5.589777681660902,479.5849351851848,242.58735643342285,-6.188417820964864,heart_enriched
TNNT1,3.817737716262981,68.86596944444439,36.341853580353686,-3.8581621551625487,heart_enriched
TNNI3,8.753283044982696,4801.572780092594,2405.1630315687885,-8.943703836827826,heart_enriched
TCF15,1.312870242214533,12.687296296296298,7.000083269255415,-2.565081259130033,heart_enriched
RP11-19D2.1,0.0072693771626297,3.973995833333334,1.9906326052479817,-2.3039557396854673,heart_enriched
SYNDIG1,1.467784948096886,11.195527314814813,6.3316561314558495,-2.305063555977183,heart_enriched
SNTA1,17.845190311418698,125.0674027777778,71.45629654459825,-2.7419270170337944,heart_enriched
ASIP,0.5548515570934253,12.281677546296306,6.4182645516948655,-3.0945886214190375,heart_enriched
MYH7B,1.8480269896193784,76.50191805555556,39.174972522587474,-4.7661972920255655,heart_enriched
JPH2,9.586724913494798,48.88044212962963,29.233583521562213,-2.2362179036581415,heart_enriched
FITM2,8.23673754325259,51.09703148148145,29.66688451236702,-2.495745888837143,heart_enriched
C20orf166-AS1,1.0717956747404855,12.355006712962965,6.713401193851725,-2.688427067905148,heart_enriched
MIR1-1HG,0.2242060553633218,13.816451851851845,7.020328953607583,-3.597281687242922,heart_enriched
RPL7P3,0.0835790657439446,10.688177546296307,5.385878306020126,-3.431173666492943,heart_enriched
EEF1A2,3.102031833910037,735.3645902777777,369.23331105584384,-7.487937755015775,heart_enriched
SH3BGR,7.814493079584774,71.04030601851854,39.42739954905166,-3.0308548018224477,heart_enriched
CHCHD10,28.997103806228388,241.09591666666665,135.04651023644752,-3.0126836245610153,heart_enriched
MYO18B,0.2111565743944636,34.21271574074074,17.211936157567603,-4.861639208571691,heart_enriched
SLC5A1,1.743501211072665,51.0602039351852,26.40185257312893,-4.246090845441274,heart_enriched
MB,10.69576920415224,4368.995060185185,2189.8454146946688,-8.545501091104448,heart_enriched
KCNJ4,0.140592733564014,20.120437499999987,10.130515116782,-4.210784067853323,heart_enriched
ACO2,53.42159169550173,228.270652777778,140.84612223663987,-2.07480064058974,heart_enriched
CSDC2,22.452183391003445,178.62369212962966,100.53793776031655,-2.937183503648095,heart_enriched
CPT1B,28.803728373702405,148.64176851851855,88.72274844611047,-2.3279481966551,heart_enriched
ASB11,0.1308475778546711,14.571580092592592,7.351213835223632,-3.7834389534179835,heart_enriched
ACE2,1.5702773356401387,9.96816782407408,5.769222579857109,-2.0933266098436873,heart_enriched
SMPX,0.6824494809688575,297.0163379629629,148.84939372196587,-7.468684429017921,heart_enriched
FAM155B,0.2340544982698961,16.09447499999999,8.164264749134942,-3.7920521026143246,heart_enriched
ITGB1BP2,1.8602775086505183,32.49819837962963,17.179237944140073,-3.5498564742964445,heart_enriched
SLC6A8,12.28405363321799,54.80892361111109,33.54648862216454,-2.070800368619494,heart_enriched
SRPK3,1.9500643598615917,14.69132152777778,8.320692943819687,-2.411148527248935,heart_enriched
MT-RNR1,1841.115570934256,8167.659722222223,5004.38764657824,-2.148735810432535,heart_enriched
MT-RNR2,10254.826989619378,41181.30555555556,25718.06627258747,-2.0055807704863398,heart_enriched
MT-TD,0.3967211072664361,17.412915972222237,8.904818539744337,-3.7206022360683995,heart_enriched
MT-TK,1.532098096885813,12.869532407407412,7.200815252146612,-2.453513947054645,heart_enriched
MT-TR,0.8079152249134941,11.185638657407402,5.996776941160448,-2.7527829307152016,heart_enriched
MT-TL2,1.7042337370242215,32.9278960648148,17.316064900919514,-3.649180208837841,heart_enriched
